-,-,-
-11, -13, 1006
-20, 6, 1059
-20, 6, 1059
-8, -4, 1018
-2, -2, 1023
-2, -2, 1025
-2, -2, 1025
-6, 0, 1028
-4, 0, 1026
-3, 0, 1026
-3, 0, 1026
-2, 0, 1024
96, -22, 1017
51, -10, 1035
51, -10, 1035
84, -57, 1025
27, -59, 1027
5, 27, 1024
41, 21, 1026
41, 21, 1026
13, 26, 1021
3, 19, 1026
13, -29, 1030
13, -29, 1030
24, -18, 1021
13, 4, 1029
15, 41, 1020
15, 41, 1020
-32, 30, 1038
-29, 66, 1024
-13, 58, 1024
-30, -29, 1017
-18, -39, 1033
-18, -39, 1033
-24, -14, 1018
-45, -6, 1029
-47, 26, 1021
-69, -23, 1028
-47, -37, 1031
-47, -37, 1031
-62, -15, 1023
-48, 7, 1026
-24, 15, 1027
-3, 0, 1027
-3, 1, 1029
-,-,-
-8, -1, 1018
-5, 0, 1032
-5, 0, 1032
-3, 0, 1024
7, 7, 1032
7, 7, 1032
7, 4, 1018
4, -6, 1023
40, 0, 1027
40, 0, 1027
82, -1, 1024
71, -29, 1023
49, -29, 1023
49, -71, 1023
-5, -69, 1025
-27, 28, 1027
12, 93, 1026
79, 55, 1026
79, 55, 1026
75, 8, 1018
51, -7, 1030
77, -10, 1020
77, -10, 1020
-12, -39, 1024
-21, -35, 1021
-36, 52, 1026
-2, 56, 1028
-2, 56, 1028
17, 40, 1021
2, -2, 1027
-1, -64, 1020
-9, -125, 1025
-9, -125, 1025
-31, -76, 1020
-30, 68, 1026
-34, 141, 1025
-28, 24, 1024
-53, -24, 1027
-53, -24, 1027
-67, -39, 1026
-86, 9, 1023
-77, 15, 1025
-,-,-
23, 77, 1016
11, -40, 1031
-17, -38, 1023
-3, -7, 1026
-3, -7, 1026
-2, -3, 1029
75, 13, 1026
124, 4, 1019
124, 4, 1019
99, -16, 1027
56, -42, 1025
42, -71, 1018
32, 31, 1028
32, 31, 1028
48, 70, 1025
65, -18, 1025
23, -76, 1021
23, -76, 1021
-43, -18, 1021
-93, 46, 1032
-86, 77, 1027
-69, 89, 1022
-11, 35, 1028
-11, 35, 1028
-2, -122, 1019
-32, -141, 1029
-56, -11, 1021
-5, 131, 1029
12, 83, 1023
12, 83, 1023
24, -65, 1026
13, -86, 1022
-34, -52, 1022
-82, 10, 1027
-132, 86, 1030
-132, 86, 1030
-147, 10, 1027
-,-,-
28, 16, 1022
28, 16, 1022
-23, -9, 1025
36, -49, 1021
60, -32, 1025
99, -40, 1024
99, -40, 1024
125, -2, 1024
156, 20, 1021
135, -51, 1019
100, -53, 1027
51, -37, 1028
51, -37, 1028
41, 74, 1022
18, 71, 1021
-43, -7, 1022
-43, -7, 1022
-95, 17, 1031
-182, 103, 1015
-214, 12, 1032
-229, 3, 1022
-280, -23, 1036
-,-,-
41, 16, 1022
69, 8, 1017
86, -122, 1020
86, -122, 1020
30, -118, 1018
-13, 45, 1024
-50, 156, 1056
3, 190, 993
42, 19, 1014
42, 19, 1014
36, 8, 1029
11, 14, 1018
-98, -50, 1023
