-,-,-
-11, -21, 1019
-11, -21, 1019
-12, -15, 1025
-13, -16, 1025
-13, -17, 1023
-11, -17, 1022
-10, -18, 1021
22, -3, 1026
22, -3, 1026
94, 5, 1015
126, -28, 1017
65, -27, 1025
113, -31, 1020
113, -31, 1020
149, -51, 1046
89, -35, 1003
80, -2, 1031
187, 12, 1008
181, -118, 933
181, -118, 933
105, -110, 956
76, -68, 978
22, 19, 940
51, 150, 915
51, 150, 915
-48, 131, 971
-156, -176, 920
-227, -150, 1001
-270, 92, 978
-308, 191, 1031
-231, 90, 1052
-231, 90, 1052
-234, -100, 980
-158, -123, 1058
-18, -34, 1016
-11, -18, 1023
-57, -45, 1031
-160, -78, 1018
-144, -25, 1033
-,-,-
-1, -5, 1010
-1, -5, 1010
-25, -26, 1027
-15, -26, 1023
-12, -16, 1024
-8, -18, 1019
-9, -20, 1023
-9, -20, 1023
19, -7, 1024
45, -5, 1022
74, -19, 1023
169, -44, 1014
169, -44, 1014
146, -16, 1038
165, -53, 1037
138, -27, 981
55, 0, 1017
35, -28, 975
35, -28, 975
0, -23, 894
-32, -79, 1049
-13, -69, 912
-13, -69, 912
-43, 0, 1015
-46, 50, 1015
-57, 40, 1006
-72, 19, 1032
-91, -45, 1013
-91, -45, 1013
-134, -40, 1044
-62, -9, 1038
-36, 5, 994
-46, 0, 1034
-46, 0, 1034
-51, -17, 1028
-39, -29, 1008
-109, -10, 1037
-67, -7, 1018
-74, -15, 1019
-86, -19, 1029
-86, -19, 1029
-123, -9, 1026
-34, -10, 1025
-71, -66, 1027
-,-,-
-11, -15, 1022
-10, -15, 1022
5, -9, 1024
34, -3, 1021
63, -17, 1022
63, -17, 1022
92, -31, 1026
115, -15, 1015
84, -33, 1037
62, -42, 1016
87, -5, 1004
87, -5, 1004
73, -24, 1023
50, -34, 1034
33, -13, 965
42, -23, 1007
42, -23, 1007
23, 0, 1036
-7, -10, 994
35, 0, 865
35, 0, 865
-28, 0, 1034
-9, -35, 967
-9, -35, 967
-8, -30, 990
-29, -22, 976
-84, -25, 1061
-64, -14, 923
-64, -14, 923
-91, 11, 1042
-74, 3, 975
-64, -24, 1033
-90, -37, 1020
-109, -29, 1014
-109, -29, 1014
-108, -15, 1016
-83, -22, 1034
-88, -10, 1016
-85, -40, 1044
-,-,-
-2, -15, 1023
6, -18, 1023
19, -17, 1028
48, -22, 1015
56, -25, 1023
56, -25, 1023
99, -40, 1035
66, -19, 1017
80, -24, 1027
65, -58, 1015
65, -58, 1015
78, -5, 1031
124, -9, 1028
117, -22, 1024
78, -14, 876
38, -2, 1005
38, -2, 1005
-1, 3, 898
0, -27, 606
0, -27, 606
29, -25, 813
7, -9, 975
-10, 7, 887
-10, 7, 887
-10, -8, 972
-93, -22, 1018
-82, 19, 921
-82, 19, 921
-91, -8, 954
-84, -11, 938
-113, 1, 1025
-113, 1, 1025
-116, -22, 937
-161, -23, 1038
-148, -2, 1046
-168, -45, 1022
-117, -35, 1022
-116, -34, 1026
-,-,-
25, -11, 1022
36, 0, 1024
36, 0, 1024
48, -21, 1032
41, -40, 1016
69, -19, 1022
108, -57, 1011
108, -57, 1011
97, -56, 1062
78, -29, 995
83, -12, 1048
71, -6, 1006
71, -6, 1006
66, -36, 992
63, 1, 925
13, 18, 973
13, 18, 973
64, -12, 758
30, -15, 1001
6, -2, 972
6, -2, 972
-49, -20, 923
-60, 29, 963
-60, 29, 963
-72, 34, 1009
-29, 4, 960
-72, -48, 928
-77, -53, 1010
-77, -53, 1010
-114, 0, 991
-113, -6, 843
-150, -13, 996
-133, -19, 1003
-123, -31, 1029
-110, -68, 1024
-,-,-
88, -30, 1013
139, -59, 1015
106, 16, 1034
106, 16, 1034
99, 24, 1039
128, -35, 1008
120, -61, 1008
95, -54, 982
95, -54, 982
51, -39, 1010
78, 5, 966
50, -7, 885
50, -7, 885
27, -14, 916
-7, 35, 977
-5, -44, 952
-5, -44, 952
-52, -56, 892
-97, -3, 1006
-101, 8, 946
-101, 8, 946
-104, -25, 1024
-123, 11, 975
-129, -5, 1030
-124, -8, 1032
-132, -5, 1021
-89, 10, 992
-89, 10, 992
-96, -33, 1046
-92, -53, 1031
-97, -34, 1025
-144, -1, 1033
-129, -24, 1040
-,-,-
13, 9, 1024
22, 0, 1023
106, 0, 1024
68, -38, 1019
68, -38, 1019
110, -43, 1026
106, -40, 1052
161, -57, 983
125, -51, 952
122, -32, 972
122, -32, 972
88, -30, 972
79, 3, 927
68, 22, 914
68, 22, 914
30, -17, 781
-8, -39, 933
-31, -32, 1031
-31, -32, 1031
-47, 13, 942
-76, 28, 1032
-117, -30, 1004
-110, -23, 980
-134, 7, 853
-134, 7, 853
-78, 36, 955
-98, 22, 1014
-84, -6, 1035
-95, -53, 1030
-95, -53, 1030
-137, -37, 1036
-106, -10, 1016
-136, -19, 1022
-119, -25, 1031
-120, -26, 1023
-,-,-
60, -13, 1016
60, -13, 1016
41, -11, 1026
86, -39, 1017
114, -32, 1026
92, -37, 1032
92, -37, 1032
101, -38, 1020
80, -42, 1020
100, -44, 1022
93, -39, 989
98, -1, 982
98, -1, 982
76, 8, 1001
7, 0, 1044
7, 0, 1044
-13, -60, 939
-32, -16, 968
-46, 49, 1030
-46, 49, 1030
-27, 17, 987
-58, 4, 989
-89, -25, 1016
-89, -25, 1033
-92, -17, 980
-92, -17, 980
-85, -2, 1051
-90, -15, 1001
-127, -29, 1071
-110, -54, 998
-156, -47, 1028
-,-,-
14, -6, 974
-34, -19, 1078
-2, -25, 1023
19, -23, 1025
19, -23, 1025
44, -26, 1019
49, -18, 1023
116, -25, 1031
110, -34, 1016
78, -31, 1021
78, -31, 1021
118, -7, 1040
92, -30, 1018
88, -46, 987
55, -62, 1016
55, -62, 1016
80, -18, 1011
56, -1, 1033
46, 30, 957
46, 30, 957
13, 2, 928
-25, -3, 807
-57, -18, 922
-57, -18, 922
-54, -12, 946
-50, -24, 968
-73, -4, 1010
-64, 13, 1013
-64, 4, 1022
-64, 4, 1022
-92, -23, 1011
-84, -47, 1011
-118, -31, 1039
-64, -19, 1038
-73, 18, 1009
-73, 18, 1009
-52, 26, 1031
-81, -17, 1025
-106, -56, 1021
-103, -56, 1033
-98, -35, 1027
-83, -29, 1033
-83, -29, 1033
-89, -4, 1030
-,-,-
53, -1, 1024
53, -1, 1024
90, -1, 1033
104, -1, 1022
95, -2, 1011
95, -2, 1011
77, -51, 1041
109, -32, 999
88, -42, 1015
58, -24, 969
58, -24, 969
55, -30, 1005
42, 5, 1005
27, -23, 1010
17, -38, 993
17, -38, 993
50, -10, 913
-2, 21, 997
-2, 26, 998
-2, 26, 998
-28, 8, 1007
-26, -49, 951
-26, -49, 1039
-70, -47, 1039
-68, -5, 982
-80, 23, 1021
-78, -13, 1022
-75, -29, 1013
-43, -31, 953
-43, -31, 953
-73, -32, 1057
-39, -6, 1035
-67, -24, 1020
-84, -19, 998
-100, -6, 1055
-100, -6, 1055
-95, -26, 1013
-101, -19, 1015
-73, -22, 1030
-44, -16, 1027
-57, -7, 1024
-95, -20, 1026
-75, -10, 1026
-75, -10, 1026
-17, -13, 1025
-14, -16, 1027
-,-,-
88, -62, 1018
58, -18, 1035
46, -31, 1030
59, -3, 1007
59, -3, 1007
116, 8, 1039
75, -24, 1001
91, -68, 1058
91, -68, 1058
86, -53, 1004
81, -46, 983
69, 16, 1048
74, 26, 934
74, 26, 934
25, -21, 990
2, -39, 996
2, -39, 996
20, -9, 1034
37, 18, 963
13, -14, 980
13, -14, 980
0, -22, 971
-31, -52, 911
-59, -12, 987
-59, -12, 987
-74, 10, 973
-41, -16, 1001
-81, 13, 995
-58, -38, 1029
-82, -4, 1042
-82, -4, 1042
-69, -13, 924
-95, -2, 972
-130, 6, 981
-100, -3, 1016
-100, -3, 1016
-151, -2, 1026
-127, -28, 1013
-135, -21, 1026
-100, -19, 1024
-,-,-
28, -14, 1023
28, -14, 1023
22, -1, 1031
54, -14, 1021
45, -15, 1022
41, 0, 1035
41, 0, 1035
14, -3, 1028
42, -33, 1020
63, -46, 1027
63, -46, 1027
71, -30, 1008
100, -26, 1037
99, -6, 972
73, -11, 1015
73, -11, 1015
52, -11, 992
42, -32, 1016
5, -39, 986
-3, -20, 946
-3, -20, 946
-9, -2, 987
48, 3, 842
48, 3, 842
6, -2, 1013
-4, -25, 974
-36, -37, 1023
-36, -37, 1023
-41, -37, 991
-58, 2, 914
-27, -10, 1007
-57, -10, 946
-57, -10, 946
-49, 5, 928
-24, -26, 875
-55, -41, 1047
-87, -20, 1046
-73, -1, 975
-73, -1, 975
-90, 5, 1015
-66, -8, 1036
-85, -21, 1000
-114, -37, 1019
-114, -37, 1019
-113, -8, 1039
-83, -20, 1017
-93, -19, 1029
-63, -33, 1027
-117, -5, 1030
-129, -66, 1032
-,-,-
13, -56, 1017
19, -37, 1029
65, 6, 1018
81, 7, 1025
81, 7, 1025
77, 6, 1036
61, -7, 999
52, -29, 1050
52, -29, 1050
84, -21, 1032
83, 10, 989
74, -43, 992
74, -43, 992
50, -63, 1008
38, -39, 1013
0, -21, 1029
-17, -20, 1014
-2, 7, 937
-2, 7, 937
6, -20, 983
1, -6, 947
1, -6, 947
-3, -13, 972
3, -26, 929
3, -26, 929
-9, -46, 945
-27, -36, 986
-33, -43, 892
-33, -43, 892
-63, 0, 941
-46, 3, 896
-33, 10, 898
-33, 10, 898
-68, -2, 1049
-56, -28, 980
-70, -21, 1047
-103, -22, 1044
-97, -9, 1001
-97, -9, 1001
-69, -1, 1032
-86, 2, 998
-147, -16, 1038
-138, -21, 1021
-71, -28, 1013
-71, -28, 1013
-77, -22, 1024
-60, -23, 1024
-37, -30, 1025
-96, -74, 1034
-,-,-
25, 21, 1022
24, -17, 1027
24, -17, 1027
9, -63, 1030
14, -32, 1024
-9, -8, 1020
47, -18, 1024
47, -18, 1024
91, -50, 1021
104, -41, 1032
86, -18, 1039
171, -2, 976
171, -2, 976
125, 0, 1057
103, -4, 980
50, -36, 919
50, -36, 919
50, -61, 964
41, -7, 939
43, 7, 897
43, 7, 897
4, 11, 1029
21, 2, 823
21, 2, 823
-1, -50, 957
-62, -22, 1002
-44, -29, 949
-44, -29, 949
